institution_id,institution_name,country_code,country_name,world_region,latitude,longitude,city
I1319063186,Langley Research Center,US,United States,Americas,37.029869079589844,-76.34522247314453,Hampton
I132118926,Austrian Institute of Technology,AT,Austria,Europe,48.20848846435547,16.372079849243164,Vienna
I1321296531,National Institute of Standards and Technology,US,United States,Americas,39.14344024658203,-77.20137023925781,Gaithersburg
I1321826891,eBay (Ireland),IE,Ireland,Europe,53.39196014404297,-6.383561134338379,Dublin
I1322731696,Centraal Bureau voor de Statistiek,NL,Netherlands,Europe,52.0766716003418,4.298610210418701,The Hague
I132369690,Tianjin University of Science and Technology,CN,China,Asia,39.14221954345703,117.17666625976562,Tianjin
I1324682000,Regenstrief Institute,US,United States,Americas,39.78151321411133,-86.16688537597656,Indianapolis
I1324840837,Hewlett-Packard (United States),US,United States,Americas,37.41238021850586,-122.14872741699219,Palo Alto
I1325736334,Battelle,US,United States,Americas,39.961181640625,-82.99878692626953,Columbus
I1325784139,Yahoo (United Kingdom),GB,United Kingdom,Europe,51.514007568359375,-0.12849900126457214,London
I1325886976,Siemens (Germany),DE,Germany,Europe,48.137428283691406,11.57548999786377,Munich
I1326498283,Institut national de recherche en informatique et en automatique,FR,France,Europe,48.820499420166016,2.1310999393463135,Le Chesnay-Rocquencourt
I1327163397,State University of New York,US,United States,Americas,42.65258026123047,-73.75623321533203,Albany
I1327237609,Ministry of Education of the People's Republic of China,CN,China,Asia,39.907501220703125,116.39723205566406,Beijing
I1328775524,Zhejiang Sci-Tech University,CN,China,Asia,30.293649673461914,120.16142272949219,Hangzhou
I1329219376,National Federation of the Blind,US,United States,Americas,39.268985748291016,-76.61009979248047,Baltimore
I1329325741,Philips (Finland),FI,Finland,Europe,60.29280471801758,24.972267150878906,Vantaa
I132976966,Universität für Weiterbildung Krems,AT,Austria,Europe,48.409210205078125,15.614150047302246,Krems
I1330347796,United States Department of Defense,US,United States,Americas,38.895111083984375,-77.03636932373047,Washington
I1330589705,National Center for Health Statistics,US,United States,Americas,38.96943664550781,-76.95177459716797,Hyattsville
I1332737386,General Electric (United States),US,United States,Americas,42.358428955078125,-71.05976867675781,Boston
I1333198813,Bundeskriminalamt,DE,Germany,Europe,50.09705352783203,8.243828773498535,Wiesbaden
I1333535994,University of North Carolina Health Care,US,United States,Americas,35.90378189086914,-79.04779815673828,Chapel Hill
I1334627681,Jet Propulsion Laboratory,US,United States,Americas,34.19916915893555,-118.18785095214844,La Cañada Flintridge
I133543626,Harvey Mudd College,US,United States,Americas,34.0966796875,-117.71977996826172,Claremont
I133731052,University of Helsinki,FI,Finland,Europe,60.16952133178711,24.935449600219727,Helsinki
I133738476,University of Massachusetts Lowell,US,United States,Americas,42.64271545410156,-71.33453369140625,Lowell
I1338124936,American Museum of Natural History,US,United States,Americas,40.714271545410156,-74.00596618652344,New York
I1338135719,Centre for Addiction and Mental Health,CA,Canada,Americas,43.70642852783203,-79.39864349365234,Toronto
I133836048,Royal Veterinary College,GB,United Kingdom,Europe,51.50852966308594,-0.12574000656604767,London
I13402291,Joanneum Research,AT,Austria,Europe,47.07402038574219,15.4548978805542,Graz
I134113660,"University of Nevada, Reno",US,United States,Americas,39.52962875366211,-119.81379699707031,Reno
I1341412227,IBM (United States),US,United States,Americas,41.10853958129883,-73.72046661376953,Armonk
I134161618,National Taiwan Normal University,TW,"Taiwan, Province of China",,25.026159286499023,121.52802276611328,Taipei
I1341640284,Centrum Wiskunde & Informatica,NL,Netherlands,Europe,52.37403106689453,4.889689922332764,Amsterdam
I134235054,Sabancı Üniversitesi,TR,Türkiye,,41.01383972167969,28.94965934753418,Istanbul
I1342911587,Oracle (United States),US,United States,Americas,30.243349075317383,-97.72187805175781,Austin
I1343180700,Intel (United States),US,United States,Americas,37.35411071777344,-121.95523834228516,Santa Clara
I1343190059,VRVis GmbH (Austria),AT,Austria,Europe,48.20848846435547,16.372079849243164,Vienna
I1343551460,The University of Texas MD Anderson Cancer Center,US,United States,Americas,29.763280868530273,-95.36327362060547,Houston
I1343871089,Los Alamos National Laboratory,US,United States,Americas,35.88808059692383,-106.30696868896484,Los Alamos
I1344073410,Howard Hughes Medical Institute,US,United States,Americas,39.02183532714844,-77.15630340576172,Chevy Chase
I134446601,Berkeley College,US,United States,Americas,40.754119873046875,-73.97945404052734,New York
I134560555,Université Toulouse III - Paul Sabatier,FR,France,Europe,43.6042594909668,1.4436700344085693,Toulouse
I135140700,University of Bonn,DE,Germany,Europe,50.734378814697266,7.095489978790283,Bonn
I135191193,University of Indianapolis,US,United States,Americas,39.76837921142578,-86.15804290771484,Indianapolis
I135310074,University of Wisconsin–Madison,US,United States,Americas,43.07305145263672,-89.40122985839844,Madison
I135598925,Kyushu University,JP,Japan,Asia,33.599998474121094,130.4166717529297,Fukuoka
I136150977,TE Connectivity (Switzerland),CH,Switzerland,Europe,47.69731903076172,8.634929656982422,Schaffhausen
I136199984,Harvard University,US,United States,Americas,42.375099182128906,-71.1056137084961,Cambridge
I137230718,Ingenieurgesellschaft Auto und Verkehr (Germany),DE,Germany,Europe,52.52279281616211,13.320978164672852,Berlin
I137265193,University of Chester,GB,United Kingdom,Europe,53.19049835205078,-2.891890048980713,Chester
I137479271,Helmholtz Centre for Environmental Research,DE,Germany,Europe,51.33961868286133,12.37129020690918,Leipzig
I137902535,North Carolina State University,US,United States,Americas,35.772098541259766,-78.63861083984375,Raleigh
I137975476,Shinshu University,JP,Japan,Asia,36.23332977294922,137.9666748046875,Matsumoto
I138006243,University of Arizona,US,United States,Americas,32.22174072265625,-110.92648315429688,Tucson
I13805885,Vaughn College of Aeronautics and Technology,US,United States,Americas,40.769039154052734,-73.88204956054688,New York
I138211613,Austrian Academy of Sciences,AT,Austria,Europe,48.20848846435547,16.372079849243164,Vienna
I138285227,Agilent Technologies (United States),US,United States,Americas,37.328182220458984,-121.99708557128906,Santa Clara
I138801177,University of Ulster,GB,United Kingdom,Europe,55.133331298828125,-6.666669845581055,Coleraine
I138898306,Reichman University,IL,Israel,Asia,32.1662712097168,34.82535934448242,Herzliya
I139084617,Hiroshima Institute of Technology,JP,Japan,Asia,34.400001525878906,132.4499969482422,Hiroshima
I139264467,Seoul National University,KR,"Korea, Republic of",,37.566001892089844,126.97840118408203,Seoul
I13955877,Bar-Ilan University,IL,Israel,Asia,32.067779541015625,34.842498779296875,Ramat Gan
I139660479,Central South University,CN,China,Asia,28.198740005493164,112.97087097167969,Changsha
I139894009,University of Bradford,GB,United Kingdom,Europe,53.79391098022461,-1.752060055732727,Bradford
I141371507,Soongsil University,KR,"Korea, Republic of",,37.49638748168945,126.9574966430664,Seoul
I141472210,University of Alaska Fairbanks,US,United States,Americas,64.83778381347656,-147.7163848876953,Fairbanks
I141591182,University of Aizu,JP,Japan,Asia,37.52367401123047,139.93807983398438,Fukushima
I141720752,Davidson College,US,United States,Americas,35.5023307800293,-80.83911895751953,Davidson
I141945490,University of British Columbia,CA,Canada,Americas,49.24966049194336,-123.11933898925781,Vancouver
I142108993,Southwest University,CN,China,Asia,29.560260772705078,106.55770874023438,Chongqing
I142263535,University of Nottingham,GB,United Kingdom,Europe,52.93806838989258,-1.1967029571533203,Nottingham
I14243506,Hong Kong Polytechnic University,HK,Hong Kong,Asia,22.2783203125,114.17469024658203,Hong Kong
I142476485,École Polytechnique,FR,France,Europe,48.71828079223633,2.249799966812134,Palaiseau
I142606810,Pacific Northwest National Laboratory,US,United States,Americas,46.28569030761719,-119.28446197509766,Richland
I143288331,Hasso Plattner Institute,DE,Germany,Europe,52.398860931396484,13.06566047668457,Potsdam
I143302722,University of Kentucky,US,United States,Americas,37.98868942260742,-84.47772216796875,Lexington
I143379178,FZI Research Center for Information Technology,DE,Germany,Europe,49.009368896484375,8.404439926147461,Karlsruhe
I143663144,Research Institute for Advanced Computer Science,US,United States,Americas,37.386051177978516,-122.08384704589844,Mountain View
I143804889,Loughborough University,GB,United Kingdom,Europe,52.76667022705078,-1.2000000476837158,Loughborough
I143910747,TH Bingen University of Applied Sciences,DE,Germany,Europe,49.96675109863281,7.899199962615967,Bingen am Rhein
I144889574,Université de Pau et des Pays de l'Adour,FR,France,Europe,43.3111686706543,-0.35583001375198364,Pau
I145311948,Johns Hopkins University,US,United States,Americas,39.29037857055664,-76.61219024658203,Baltimore
I145581781,Chongqing Technology and Business University,CN,China,Asia,29.560260772705078,106.55770874023438,Chongqing
I145847075,TU Wien,AT,Austria,Europe,48.20848846435547,16.372079849243164,Vienna
I145872427,Radboud University Nijmegen,NL,Netherlands,Europe,51.842498779296875,5.852779865264893,Nijmegen
I145894827,Indian Institute of Technology Kharagpur,IN,India,Asia,22.339710235595703,87.32501220703125,Kharagpur
I146094533,Mitsubishi Corporation (United States),US,United States,Americas,40.7502555847168,-73.97421264648438,New York
I146399215,University of Tsukuba,JP,Japan,Asia,36.20000076293945,140.10000610351562,Tsukuba
