institution_id,institution_name,country_code,country_name,world_region,latitude,longitude,city,paper_count,region_final
I11662577,Monash University Malaysia,MY,Malaysia,Asia,3.043839931488037,101.58061981201172,Subang Jaya,1,Asia
I116953780,Tongji University,CN,China,Asia,31.22221946716309,121.45806121826172,Shanghai,21,Asia
I117197279,Japan Atomic Energy Agency,JP,Japan,Asia,36.46078109741211,140.58058166503906,Tōkai Mura,1,Asia
I1174212,University of Southern California,US,United States,Americas,34.05223083496094,-118.24368286132812,Los Angeles,6,North America
I118019719,Roche (Switzerland),CH,Switzerland,Europe,47.55839157104492,7.573269844055176,Basel,1,Europe
I118118575,New Jersey Institute of Technology,US,United States,Americas,40.73566055297851,-74.17237091064453,Newark,1,North America
I118347636,Australian National University,AU,Australia,Oceania,-35.2834587097168,149.12806701660156,Canberra,2,Oceania
I118353179,DePaul University,US,United States,Americas,41.85002899169922,-87.6500473022461,Chicago,2,North America
I118501908,National Research University Higher School of Economics,RU,Russian Federation,Europe,55.761287689208984,37.63307189941406,Moscow,1,Europe
I118564535,University of Bern,CH,Switzerland,Europe,46.948089599609375,7.447440147399902,Bern,1,Europe
I118692353,University of Science and Technology,YE,Yemen,Asia,12.77943992614746,45.03667068481445,Aden,1,Asia
I119003972,Roma Tre University,IT,Italy,Europe,41.89192962646485,12.511329650878906,Rome,1,Europe
I11957088,Michigan Technological University,US,United States,Americas,47.12186813354492,-88.56900787353516,Houghton,1,North America
I119888943,Gonzaga University,US,United States,Americas,47.65966033935547,-117.4290771484375,Spokane,1,North America
I119916105,Augsburg University,US,United States,Americas,44.9799690246582,-93.26383972167967,Minneapolis,1,North America
I120250893,New York University Abu Dhabi,AE,United Arab Emirates,Asia,24.45117950439453,54.3969612121582,Abu Dhabi,1,Asia
I12097938,West Virginia University,US,United States,Americas,39.62953186035156,-79.95590209960938,Morgantown,1,North America
I121748325,Universidad Complutense de Madrid,ES,Spain,Europe,40.416500091552734,-3.7025599479675297,Madrid,1,Europe
I121797337,Leiden University,NL,Netherlands,Europe,52.158329010009766,4.493060111999512,Leiden,1,Europe
I121820613,Louisiana State University,US,United States,Americas,30.44331932067871,-91.18746948242188,Baton Rouge,2,North America
I121883995,Johannes Kepler University of Linz,AT,Austria,Europe,48.30638885498047,14.286109924316406,Linz,13,Europe
I121934306,Tufts University,US,United States,Americas,42.41843032836914,-71.10616302490234,Medford,21,North America
I121980950,Utah State University,US,United States,Americas,41.73548889160156,-111.83438873291016,Logan,1,North America
I122140584,Universidade Federal do Rio de Janeiro,BR,Brazil,Americas,-22.90641975402832,-43.18223190307617,Rio de Janeiro,2,South America
I122411786,California Institute of Technology,US,United States,Americas,34.14778137207031,-118.14452362060548,Pasadena,13,North America
I122754148,SAS Institute (United States),US,United States,Americas,35.82869338989258,-78.76713562011719,Cary,1,North America
I122991210,"Istituto di Scienza e Tecnologie dell'Informazione ""Alessandro Faedo""",IT,Italy,Europe,43.70853042602539,10.403599739074709,Pisa,11,Europe
I12315562,Texas Tech University,US,United States,Americas,33.57786178588867,-101.85517120361328,Lubbock,1,North America
I123387679,Uppsala University,SE,Sweden,Europe,59.85882186889648,17.63888931274414,Uppsala,4,Europe
I123431417,Scripps Research Institute,US,United States,Americas,32.7157096862793,-117.16471862792967,San Diego,4,North America
I12356871,Télécom Paris,FR,France,Europe,48.85340881347656,2.34879994392395,Paris,12,Europe
I123900574,Pohang University of Science and Technology,KR,"Korea, Republic of",Asia,36.029170989990234,129.36480712890625,Pohang,2,Asia
I124055696,University of Copenhagen,DK,Denmark,Europe,55.67594146728515,12.565529823303224,Copenhagen,8,Europe
I124227911,Ben-Gurion University of the Negev,IL,Israel,Asia,31.262191772460938,34.801509857177734,Beersheba,5,Asia
I124261462,Oxford Brookes University,GB,United Kingdom,Europe,51.752220153808594,-1.2559599876403809,Oxford,1,Europe
I124357947,University of London,GB,United Kingdom,Europe,51.50852966308594,-0.1257400065660476,London,5,Europe
I125680101,Turing Institute,GB,United Kingdom,Europe,55.86217498779297,-4.243517875671387,Glasgow,1,Europe
I125749732,Western University,CA,Canada,Americas,42.98339080810547,-81.23303985595703,London,1,North America
I125839683,Beijing Institute of Technology,CN,China,Asia,39.907501220703125,116.39723205566406,Beijing,3,Asia
I126231945,Queen's University Belfast,GB,United Kingdom,Europe,54.59682083129883,-5.92540979385376,Belfast,1,Europe
I126307644,University of Iowa,US,United States,Americas,41.661128997802734,-91.53016662597656,Iowa City,4,North America
I126533617,Alliant International University,US,United States,Americas,32.896522521972656,-117.0944595336914,San Diego,1,North America
I126633494,University of Basrah,IQ,Iraq,Asia,30.508520126342773,47.780399322509766,Basra,1,Asia
I126744593,"University of Maryland, Baltimore",US,United States,Americas,39.29037857055664,-76.61219024658203,Baltimore,12,North America
I126820664,Vassar College,US,United States,Americas,41.6698112487793,-73.90702819824219,Town of Poughkeepsie,2,North America
I126863827,Pace University,US,United States,Americas,40.71427154541016,-74.00596618652344,New York,1,North America
I127317711,Tokyo University of Agriculture,JP,Japan,Asia,35.64089584350586,139.63201904296875,Tokyo,1,Asia
I127558574,DSM (Netherlands),NL,Netherlands,Europe,50.88365173339844,5.981540203094482,Heerlen,1,Europe
I1280414376,United States Air Force Research Laboratory,US,United States,Americas,39.81113052368164,-84.05731201171875,Wright-Patterson AFB,1,North America
I1280536761,Ames Research Center,US,United States,Americas,37.38605117797851,-122.08384704589844,Mountain View,34,North America
I1282105669,Argonne National Laboratory,US,United States,Americas,41.673641204833984,-88.0017318725586,Lemont,17,North America
I1282113950,United States Department of Homeland Security,US,United States,Americas,38.895111083984375,-77.03636932373047,Washington,1,North America
I1282311441,Lawrence Livermore National Laboratory,US,United States,Americas,37.68186950683594,-121.76801300048828,Livermore,61,North America
I1282770075,Tektronix (United States),US,United States,Americas,45.4994010925293,-122.8234405517578,Beaverton,1,North America
I1282927834,Cedars-Sinai Medical Center,US,United States,Americas,34.05223083496094,-118.24368286132812,Los Angeles,1,North America
I1283103587,AT&T (United States),US,United States,Americas,40.669578552246094,-74.63646697998047,Bedminster,28,North America
I1283220839,Stuttgart Media University,DE,Germany,Europe,48.74150085449219,9.101400375366213,Stuttgart,2,Europe
I1283280774,Brigham and Women's Hospital,US,United States,Americas,42.358428955078125,-71.05976867675781,Boston,9,North America
I1283382300,BMW (Germany),DE,Germany,Europe,48.137428283691406,11.57548999786377,Munich,2,Europe
I1283582996,Novartis (Switzerland),CH,Switzerland,Europe,47.55839157104492,7.573269844055176,Basel,2,Europe
I1283595831,Synlab Czech (Czechia),CZ,Czechia,Europe,50.09352111816406,14.452431678771973,Prague,1,Europe
I1285739803,MedStar Washington Hospital Center,US,United States,Americas,38.93000030517578,-77.01499938964844,Washington D.C.,1,North America
I1286329397,United States Geological Survey,US,United States,Americas,38.968719482421875,-77.34110260009766,Reston,1,North America
I1286353243,Autodesk (United States),US,United States,Americas,38.005523681640625,-122.53079223632812,San Rafael,8,North America
I1286704778,Rutherford Appleton Laboratory,GB,United Kingdom,Europe,51.60927963256836,-1.2421400547027588,Didcot,2,Europe
I1286959531,United Nations,US,United States,Americas,40.71427154541016,-74.00596618652344,New York,1,North America
I1287378978,University of British Columbia Hospital,CA,Canada,Americas,49.26411819458008,-123.24612426757812,Vancouver,1,North America
I1287521167,Lockheed Martin (United States),US,United States,Americas,38.98067092895508,-77.10025787353516,Bethesda,1,North America
I1288214837,United States Naval Research Laboratory,US,United States,Americas,38.895111083984375,-77.03636932373047,Washington,13,North America
I1288330432,Oklahoma State Department of Health,US,United States,Americas,35.467559814453125,-97.51643371582033,Oklahoma City,1,North America
I1288783943,Bureau of Economic Analysis,US,United States,Americas,38.903995513916016,-77.03369140625,Washington D.C.,1,North America
I1288882113,Boston Children's Hospital,US,United States,Americas,42.358428955078125,-71.05976867675781,Boston,1,North America
I1289243028,Oak Ridge National Laboratory,US,United States,Americas,36.01036071777344,-84.26963806152344,Oak Ridge,14,North America
I1289490764,Centers for Disease Control and Prevention,US,United States,Americas,33.749000549316406,-84.38797760009766,Atlanta,1,North America
I1289530486,BC Cancer Agency,CA,Canada,Americas,49.27635192871094,-123.16281127929688,Vancouver,1,North America
I1290206253,Microsoft (United States),US,United States,Americas,47.67398834228515,-122.12151336669922,Redmond,47,North America
I12912129,Northeastern University,US,United States,Americas,42.358428955078125,-71.05976867675781,Boston,20,North America
I1291425158,Google (United States),US,United States,Americas,37.42295455932617,-122.08406066894533,Mountain View,11,North America
I1292875679,Commonwealth Scientific and Industrial Research Organisation,AU,Australia,Oceania,-35.2834587097168,149.12806701660156,Canberra,5,Oceania
I1292974536,Ford Motor Company (United States),US,United States,Americas,42.29230117797851,-83.23442077636719,Dearborn,2,North America
I1294297726,Exploratorium,US,United States,Americas,37.80143356323242,-122.3975601196289,San Francisco,3,North America
I1294671590,Centre National de la Recherche Scientifique,FR,France,Europe,48.85340881347656,2.34879994392395,Paris,53,Europe
I1295339012,Boeing (United States),US,United States,Americas,41.85002899169922,-87.6500473022461,Chicago,7,North America
I1295801184,Netherlands Institute for Neuroscience,NL,Netherlands,Europe,52.37403106689453,4.889689922332764,Amsterdam,1,Europe
I129604602,University of Sydney,AU,Australia,Oceania,-33.86785125732422,151.2073211669922,Sydney,6,Oceania
I1297288678,National Renewable Energy Laboratory,US,United States,Americas,39.75553894042969,-105.22109985351562,Golden,1,North America
I129774422,University of Vienna,AT,Austria,Europe,48.20848846435547,16.372079849243164,Vienna,22,Europe
I1297991670,Southwest University of Science and Technology,CN,China,Asia,31.46784019470215,104.68167877197266,Mianyang,1,Asia
I1298353152,SRI International,US,United States,Americas,37.45383071899414,-122.18218994140624,Menlo Park,2,North America
I1298453700,Space Science Institute,US,United States,Americas,40.01819610595703,-105.24102783203124,Boulder,1,North America
I1299022934,United States Department of Health and Human Services,US,United States,Americas,38.895111083984375,-77.03636932373047,Washington,4,North America
I129902397,Dalhousie University,CA,Canada,Americas,44.6426887512207,-63.576881408691406,Halifax,2,North America
I1299303238,National Institutes of Health,US,United States,Americas,38.98067092895508,-77.10025787353516,Bethesda,7,North America
I1299907687,Bloomberg (United States),US,United States,Americas,40.76164627075195,-73.96806335449219,New York,2,North America
I1302368450,Environmental Protection Agency,US,United States,Americas,38.893741607666016,-77.03043365478516,Washington D.C.,3,North America
I130238516,University of Minnesota,US,United States,Americas,44.9799690246582,-93.26383972167967,Minneapolis,24,North America
I1303153112,European Bioinformatics Institute,GB,United Kingdom,Europe,52.20000076293945,0.1166699975728988,Cambridge,1,Europe
I1303691731,European Molecular Biology Organization,DE,Germany,Europe,49.384056091308594,8.71094036102295,Heidelberg,1,Europe
I1304085615,Nvidia (United Kingdom),GB,United Kingdom,Europe,51.426475524902344,-0.987680971622467,Reading,1,Europe
I1304256225,University of Wisconsin System,US,United States,Americas,43.075679779052734,-89.40589904785156,Madison,2,North America
I130440993,National Security Agency,US,United States,Americas,39.108150482177734,-76.74323272705078,Fort George Meade,1,North America
I130442723,Universidade Federal do Rio Grande do Sul,BR,Brazil,Americas,-30.03282928466797,-51.23019027709961,Porto Alegre,7,South America
I1305429384,JPMorgan Chase & Co (United States),US,United States,Americas,40.71157455444336,-74.01075744628906,New York,1,North America
I1305444813,Capital One (United States),US,United States,Americas,38.92418670654297,-77.21318054199219,Tysons Corner,1,North America
I1306266525,Goddard Space Flight Center,US,United States,Americas,39.00455093383789,-76.87552642822266,Greenbelt,6,North America
I1306409833,Adobe Systems (United States),US,United States,Americas,37.33098983764648,-121.89387512207033,San Jose,20,North America
I1306430637,St. Vincent's Birmingham,US,United States,Americas,33.507293701171875,-86.78898620605469,Birmingham,1,North America
I1306490931,United States Army Corps of Engineers,US,United States,Americas,38.895111083984375,-77.03636932373047,Washington,2,North America
I130701444,Georgia Institute of Technology,US,United States,Americas,33.749000549316406,-84.38797760009766,Atlanta,92,North America
I1307098950,Salk Institute for Biological Studies,US,United States,Americas,32.84727096557617,-117.27420043945312,La Jolla,1,North America
I130769515,Pennsylvania State University,US,United States,Americas,40.79338836669922,-77.86000061035156,State College,23,North America
I130828816,University of Leeds,GB,United Kingdom,Europe,53.796478271484375,-1.5478500127792358,Leeds,16,Europe
I1308906816,NortonLifeLock (United States),US,United States,Americas,37.39705657958984,-122.0539093017578,Mountain View,1,North America
I1310439424,Accenture (Switzerland),CH,Switzerland,Europe,47.36879348754883,8.541092872619629,Zurich,1,Europe
I1311688040,Amazon (United States),US,United States,Americas,47.60620880126953,-122.33206939697266,Seattle,1,North America
I1312106833,Biotechnology Institute,US,United States,Americas,38.8846435546875,-77.02933502197266,Washington D.C.,1,North America
I131221577,Bucknell University,US,United States,Americas,40.96453094482422,-76.88440704345703,Lewisburg,3,North America
I131249849,Oregon State University,US,United States,Americas,44.564571380615234,-123.26203918457033,Corvallis,17,North America
I131328143,Union Bank of Switzerland,CH,Switzerland,Europe,47.366668701171875,8.550000190734863,Zurich,2,Europe
I1313416372,US Forest Service,US,United States,Americas,38.895111083984375,-77.03636932373047,Washington,1,North America
I1314135232,Nationwide Children's Hospital,US,United States,Americas,39.961181640625,-82.99878692626953,Columbus,1,North America
I1315649409,Institute on Taxation and Economic Policy,US,United States,Americas,38.90949249267578,-77.0375747680664,Washington D.C.,1,North America
I1316535847,Beth Israel Deaconess Medical Center,US,United States,Americas,42.339786529541016,-71.10518646240234,Boston,1,North America
I1316902750,Cleveland Clinic,US,United States,Americas,41.3841438293457,-81.7184066772461,Cleveland,1,North America
I1316958739,California Air Resources Board,US,United States,Americas,38.58156967163086,-121.49440002441406,Sacramento,1,North America
I1319063186,Langley Research Center,US,United States,Americas,37.02986907958984,-76.34522247314453,Hampton,6,North America
I132118926,Austrian Institute of Technology,AT,Austria,Europe,48.20848846435547,16.372079849243164,Vienna,2,Europe
I1321296531,National Institute of Standards and Technology,US,United States,Americas,39.14344024658203,-77.20137023925781,Gaithersburg,2,North America
I1321826891,eBay (Ireland),IE,Ireland,Europe,53.39196014404297,-6.383561134338379,Dublin,1,Europe
I1322731696,Centraal Bureau voor de Statistiek,NL,Netherlands,Europe,52.0766716003418,4.298610210418701,The Hague,2,Europe
I132369690,Tianjin University of Science and Technology,CN,China,Asia,39.14221954345703,117.17666625976562,Tianjin,1,Asia
I1324682000,Regenstrief Institute,US,United States,Americas,39.78151321411133,-86.16688537597656,Indianapolis,2,North America
I1324840837,Hewlett-Packard (United States),US,United States,Americas,37.41238021850586,-122.1487274169922,Palo Alto,6,North America
I1325736334,Battelle,US,United States,Americas,39.961181640625,-82.99878692626953,Columbus,2,North America
I1325784139,Yahoo (United Kingdom),GB,United Kingdom,Europe,51.514007568359375,-0.1284990012645721,London,1,Europe
I1325886976,Siemens (Germany),DE,Germany,Europe,48.137428283691406,11.57548999786377,Munich,3,Europe
I1326498283,Institut national de recherche en informatique et en automatique,FR,France,Europe,48.820499420166016,2.1310999393463135,Le Chesnay-Rocquencourt,75,Europe
I1327163397,State University of New York,US,United States,Americas,42.65258026123047,-73.75623321533203,Albany,42,North America
I1327237609,Ministry of Education of the People's Republic of China,CN,China,Asia,39.907501220703125,116.39723205566406,Beijing,1,Asia
I1328775524,Zhejiang Sci-Tech University,CN,China,Asia,30.29364967346191,120.1614227294922,Hangzhou,1,Asia
I1329219376,National Federation of the Blind,US,United States,Americas,39.268985748291016,-76.61009979248047,Baltimore,2,North America
I1329325741,Philips (Finland),FI,Finland,Europe,60.29280471801758,24.972267150878903,Vantaa,3,Europe
I132976966,Universität für Weiterbildung Krems,AT,Austria,Europe,48.409210205078125,15.614150047302246,Krems,1,Europe
I1330347796,United States Department of Defense,US,United States,Americas,38.895111083984375,-77.03636932373047,Washington,1,North America
I1330589705,National Center for Health Statistics,US,United States,Americas,38.96943664550781,-76.95177459716797,Hyattsville,1,North America
I1332737386,General Electric (United States),US,United States,Americas,42.358428955078125,-71.05976867675781,Boston,5,North America
I1333198813,Bundeskriminalamt,DE,Germany,Europe,50.09705352783203,8.243828773498535,Wiesbaden,1,Europe
